project,bug_ID,patch_ID,label,verdict,consistency,time
Math,73,Math_bug73,Correct,A,C,612.4183828830719
Math,73,Patch170,Incorrect,R,C,24.7384192943573
Math,73,Patch201,Incorrect,R,C,24.6711368560791
Math,73,Patch54,Incorrect,R,C,24.6274995803833
Math,73,Patch55,Incorrect,R,C,24.7384033203125
Math,78,288_NFL_Nopol_Patch_1_1,Incorrect,R,C,26.71621775627136
Math,78,60_NFL_AVATAR_Patch_525_329,Incorrect,R,C,26.63344669342041
Math,78,Math_bug78,Correct,A,C,613.4475319385529
Math,78,Patch171,Incorrect,R,C,26.891446352005005
Math,78,Patch58,Incorrect,R,C,27.151488065719604
Math,80,121_NFL_Kali-A_Patch_13_13,Incorrect,A,I,613.3309347629547
Math,80,165_NFL_DynaMoth_Patch_1_1,Incorrect,A,I,613.497398853302
Math,80,287_NFL_Nopol_Patch_1_1,Incorrect,A,I,613.4811697006227
Math,80,296_PFL_TBar_Patch_7_1,Incorrect,A,I,613.3997480869292
Math,80,36_PFL_AVATAR_Patch_15_2,Incorrect,A,I,613.6843612194061
Math,80,383_NFL_TBar_Patch_931_596,Incorrect,A,I,613.7351324558257
Math,80,393_PFL_GenProg-A_Patch_1644_339,Incorrect,A,I,613.3707625865936
Math,80,424_PFL_RSRepair-A_Patch_353_69,Incorrect,A,I,613.4816746711731
Math,80,447_NFL_ARJA_Patch_12_11,Incorrect,A,I,613.6825740337373
Math,80,469_PFL_SimFix_Patch_6_6,Incorrect,A,I,613.704238653183
Math,80,486_NFL_GenProg-A_Patch_9_2,Incorrect,A,I,613.5304985046388
Math,80,521_NFL_RSRepair-A_Patch_9_7,Incorrect,A,I,613.5567200183867
Math,80,541_PFL_FixMiner_Patch_51_24,Incorrect,A,I,613.3941643238068
Math,80,577_NFL_SimFix_Patch_1091_1091,Incorrect,A,I,613.5116307735442
Math,80,649_NFL_FixMiner_Patch_4341_2826,Incorrect,A,I,614.0144712924957
Math,80,90_PFL_Kali-A_Patch_1_1,Incorrect,A,I,613.4616596698761
Math,80,Math_bug80,Correct,A,C,613.4567186832427
Math,80,Patch172,Incorrect,A,I,613.532452583313
Math,80,Patch59,Incorrect,A,I,613.3942124843597
Math,81,104_NFL_Kali-A_Patch_3_3,Incorrect,R,C,26.78057765960693
Math,81,114_PFL_DynaMoth_Patch_1_1,Incorrect,R,C,26.86055326461792
Math,81,151_PFL_kPAR_Patch_166_147,Incorrect,R,C,26.981409072875977
Math,81,158_NFL_DynaMoth_Patch_1_1,Incorrect,R,C,26.900158166885376
Math,81,232_PFL_ACS_Patch_28_1,Incorrect,R,C,26.920620441436768
Math,81,26_PFL_AVATAR_Patch_412_146,Incorrect,R,C,27.15761065483093
Math,81,276_NFL_Nopol_Patch_1_1,Incorrect,R,C,27.20975708961487
Math,81,277_PFL_TBar_Patch_844_620,Incorrect,R,C,26.971031904220578
Math,81,318_NFL_ACS_Patch_11_1,Incorrect,R,C,26.98395538330078
Math,81,352_PFL_ARJA_Patch_31_27,Incorrect,R,C,26.793128728866574
Math,81,365_NFL_TBar_Patch_75_45,Incorrect,R,C,26.763481855392453
Math,81,385_PFL_GenProg-A_Patch_5_5,Incorrect,R,C,26.960322856903076
Math,81,417_PFL_RSRepair-A_Patch_6_5,Incorrect,R,C,26.9642014503479
Math,81,42_NFL_AVATAR_Patch_108_32,Incorrect,R,C,26.74569869041443
Math,81,433_NFL_ARJA_Patch_6_5,Incorrect,R,C,26.992166996002197
Math,81,454_PFL_SimFix_Patch_3039_3039,Incorrect,R,C,27.01362228393555
Math,81,482_NFL_GenProg-A_Patch_1_1,Incorrect,R,C,26.922468423843387
Math,81,513_NFL_RSRepair-A_Patch_2_1,Incorrect,R,C,27.194125652313232
Math,81,526_PFL_FixMiner_Patch_291_217,Incorrect,R,C,26.979779481887817
Math,81,558_NFL_SimFix_Patch_642_642,Incorrect,R,C,26.77237582206726
Math,81,641_NFL_FixMiner_Patch_19_8,Incorrect,R,C,27.02603006362915
Math,81,80_PFL_Kali-A_Patch_4_4,Incorrect,R,C,26.869056463241574
Math,81,Math_bug81,Correct,A,C,613.6767013072968
Math,81,Patch173,Incorrect,R,C,27.24479389190674
Math,81,Patch202,Incorrect,R,C,26.916993379592896
Math,81,Patch62,Incorrect,R,C,27.261753797531128
Math,81,Patch63,Incorrect,R,C,26.918135166168213
Math,81,Patch64,Incorrect,A,I,613.6977679729463
Math,82,154_NFL_DynaMoth_Patch_1_1,Incorrect,R,C,36.37394213676453
Math,82,187_PFL_kPAR_Patch_1_1,Correct,A,C,613.5256485939026
Math,82,207_NFL_kPAR_Patch_646_317,Incorrect,R,C,37.16853737831116
Math,82,244_PFL_ACS_Patch_10_3,Correct,A,C,613.3967843055725
Math,82,273_NFL_Nopol_Patch_1_1,Incorrect,R,C,66.17274594306946
Math,82,327_PFL_TBar_Patch_5_5,Correct,A,C,613.5659582614899
Math,82,331_NFL_ACS_Patch_125_18,Correct,A,C,613.4514582157135
Math,82,34_NFL_AVATAR_Patch_600_284,Incorrect,R,C,34.75898313522339
Math,82,353_NFL_TBar_Patch_1326_709,Incorrect,R,C,34.456444501876824
Math,82,421_NFL_ARJA_Patch_83_49,Incorrect,R,C,63.803967237472534
Math,82,448_PFL_SimFix_Patch_5_5,Incorrect,R,C,42.39873170852661
Math,82,549_NFL_SimFix_Patch_2356_2356,Incorrect,R,C,37.47675371170044
Math,82,569_PFL_FixMiner_Patch_1_1,Correct,A,C,613.7524523735046
Math,82,61_PFL_AVATAR_Patch_1_1,Correct,A,C,613.4490303993225
Math,82,Math_bug82,Correct,A,C,613.7027223110199
Math,82,Patch203,Correct,A,C,613.456348657608
Math,82,Patch65,Incorrect,R,C,51.215264320373535
Math,82,Patch66,Incorrect,R,C,49.09589076042175
Math,82,Patch67,Incorrect,R,C,39.60968399047852
Math,82,PatchHDRepair8,Incorrect,R,C,35.06855344772339
Math,84,144_PFL_kPAR_Patch_1_1,Incorrect,R,C,26.195607662200928
Math,84,348_PFL_ARJA_Patch_53_43,Incorrect,R,C,26.904497146606445
Math,84,357_NFL_TBar_Patch_114_72,Incorrect,R,C,26.017319917678837
Math,84,412_PFL_RSRepair-A_Patch_62_43,Incorrect,R,C,26.850900411605835
Math,84,423_NFL_ARJA_Patch_520_355,Incorrect,R,C,25.91658663749695
Math,84,450_PFL_SimFix_Patch_2_2,Incorrect,R,C,26.69497036933899
Math,84,505_NFL_RSRepair-A_Patch_867_312,Incorrect,R,C,26.82416915893555
Math,84,522_PFL_FixMiner_Patch_1_1,Incorrect,R,C,26.922281742095947
Math,84,551_NFL_SimFix_Patch_26_26,Incorrect,R,C,25.971275806427002
Math,84,638_NFL_FixMiner_Patch_93_43,Incorrect,R,C,26.892529487609863
Math,84,73_PFL_Kali-A_Patch_1_1,Incorrect,R,C,27.17918276786804
Math,84,91_NFL_Kali-A_Patch_3_3,Incorrect,R,C,26.580456972122192
Math,84,Math_bug84,Correct,A,C,613.5533764362335
Math,84,Patch68,Incorrect,R,C,27.065632104873657
Math,84,Patch69,Incorrect,R,C,26.189005613327023
Math,85,118_PFL_DynaMoth_Patch_1_1,Incorrect,A,I,615.909982919693
Math,85,167_NFL_DynaMoth_Patch_1_1,Incorrect,A,I,615.6643574237822
Math,85,182_PFL_kPAR_Patch_1_1,Correct,A,C,615.8234901428223
Math,85,207_PFL_Nopol_Patch_1_1,Incorrect,A,I,615.517498254776
Math,85,240_PFL_ACS_Patch_21_1,Correct,A,C,615.7062284946443
Math,85,316_PFL_TBar_Patch_5_5,Correct,A,C,615.7281353473662
Math,85,327_NFL_ACS_Patch_15_1,Correct,A,C,615.7828538417816
Math,85,360_PFL_ARJA_Patch_1_1,Incorrect,A,I,616.4175345897676
Math,85,387_NFL_TBar_Patch_3_1,Incorrect,A,I,615.6161806583406
Math,85,394_PFL_GenProg-A_Patch_2_1,Incorrect,A,I,615.8226351737976
Math,85,425_PFL_RSRepair-A_Patch_3_1,Incorrect,A,I,615.7543437480928
Math,85,450_NFL_ARJA_Patch_22_11,Incorrect,A,I,615.7768836021422
Math,85,474_PFL_SimFix_Patch_5_5,Incorrect,R,C,29.194623470306396
Math,85,487_NFL_GenProg-A_Patch_220_40,Incorrect,A,I,616.0183296203612
Math,85,522_NFL_RSRepair-A_Patch_26_4,Incorrect,A,I,615.6489429473878
Math,85,53_PFL_AVATAR_Patch_1_1,Correct,A,C,615.7753975391387
Math,85,556_PFL_FixMiner_Patch_1_1,Correct,A,C,615.6981739997864
Math,85,585_NFL_SimFix_Patch_5_5,Incorrect,R,C,29.113389730453488
Math,85,91_PFL_Kali-A_Patch_2_2,Incorrect,A,I,615.6381072998048
Math,85,Math_bug85,Correct,A,C,615.7521255016328
Math,85,Patch174,Incorrect,A,I,615.6920247077943
Math,85,Patch204,Correct,A,C,615.771520614624
Math,85,Patch72,Incorrect,A,I,615.8496356010438
Math,85,PatchHDRepair9,Incorrect,A,I,616.1924686431885
Math,87,270_NFL_Nopol_Patch_1_1,Incorrect,A,I,615.7222518920897
Math,87,Math_bug87,Correct,A,C,615.5534605979921
Math,87,Patch175,Incorrect,A,I,615.5742712020874
Math,87,Patch73,Incorrect,A,I,615.4232792854309
Math,88,122_PFL_DynaMoth_Patch_1_1,Incorrect,A,I,615.5916354656221
Math,88,183_PFL_kPAR_Patch_99_66,Incorrect,A,I,615.640202999115
Math,88,210_PFL_Nopol_Patch_1_1,Incorrect,A,I,615.4930367469788
Math,88,257_NFL_kPAR_Patch_269_135,Incorrect,A,I,615.8726887702943
Math,88,320_PFL_TBar_Patch_198_105,Incorrect,A,I,615.8926241397858
Math,88,369_PFL_ARJA_Patch_317_260,Incorrect,A,I,615.434675693512
Math,88,404_NFL_TBar_Patch_593_301,Incorrect,A,I,615.6468784809113
Math,88,433_PFL_RSRepair-A_Patch_67_37,Incorrect,A,I,615.7577390670776
Math,88,563_PFL_FixMiner_Patch_9909_5900,Incorrect,A,I,615.4166538715363
Math,88,57_PFL_AVATAR_Patch_117_64,Incorrect,A,I,615.7572214603424
Math,88,596_NFL_SimFix_Patch_4565_4565,Incorrect,A,I,615.564733505249
Math,88,Math_bug88,Correct,A,C,615.4663114547731
Math,88,Patch176,Incorrect,A,I,614.7717709541322
Math,88,Patch74,Incorrect,R,C,15.199334383010864
Math,89,147_PFL_kPAR_Patch_12_11,Correct,A,C,615.1630125045776
Math,89,231_PFL_ACS_Patch_1_1,Correct,A,C,615.0945448875427
Math,89,24_PFL_AVATAR_Patch_6_6,Correct,A,C,615.1865394115447
Math,89,274_PFL_TBar_Patch_14_12,Correct,A,C,615.1440060138702
Math,89,360_NFL_TBar_Patch_14_12,Correct,A,C,615.2815675735474
Math,89,Math_bug89,Correct,A,C,615.0845649242401
